  Time(sec)     RMS      ENVELOPE
    4.4600  0.95815E-05  0.12527E-04
    4.4700  0.80249E-05  0.12666E-04
    4.4800  0.64066E-05  0.12804E-04
    4.4900  0.50580E-05  0.12943E-04
    4.5000  0.44545E-05  0.13081E-04
    4.5100  0.49515E-05  0.13220E-04
    4.5200  0.62774E-05  0.13358E-04
    4.5300  0.79372E-05  0.13497E-04
    4.5400  0.96260E-05  0.13635E-04
    4.5500  0.11185E-04  0.13774E-04
    4.5600  0.12508E-04  0.13912E-04
    4.5700  0.13499E-04  0.14051E-04
    4.5800  0.14101E-04  0.14189E-04
    4.5900  0.14328E-04  0.14328E-04
    4.6000  0.14254E-04  0.14550E-04
    4.6100  0.13950E-04  0.14772E-04
    4.6200  0.13453E-04  0.14994E-04
    4.6300  0.12794E-04  0.15216E-04
    4.6400  0.12001E-04  0.15437E-04
    4.6500  0.11117E-04  0.15659E-04
    4.6600  0.10243E-04  0.15881E-04
    4.6700  0.95330E-05  0.16103E-04
    4.6800  0.91324E-05  0.16325E-04
    4.6900  0.91556E-05  0.16547E-04
    4.7000  0.96827E-05  0.16769E-04
    4.7100  0.10676E-04  0.16991E-04
    4.7200  0.11969E-04  0.17213E-04
    4.7300  0.13401E-04  0.17435E-04
    4.7400  0.14866E-04  0.17657E-04
    4.7500  0.16247E-04  0.17878E-04
    4.7600  0.17396E-04  0.18100E-04
    4.7700  0.18181E-04  0.18322E-04
    4.7800  0.18544E-04  0.18544E-04
    4.7900  0.18517E-04  0.19095E-04
    4.8000  0.18249E-04  0.19647E-04
    4.8100  0.18016E-04  0.20198E-04
    4.8200  0.18124E-04  0.20749E-04
    4.8300  0.18747E-04  0.21301E-04
    4.8400  0.19839E-04  0.21852E-04
    4.8500  0.21176E-04  0.22403E-04
    4.8600  0.22482E-04  0.22955E-04
    4.8700  0.23508E-04  0.23506E-04
    4.8800  0.24057E-04  0.24057E-04
    4.8900  0.23998E-04  0.24171E-04
    4.9000  0.23272E-04  0.24285E-04
    4.9100  0.21877E-04  0.24399E-04
    4.9200  0.19844E-04  0.24513E-04
    4.9300  0.17209E-04  0.24627E-04
    4.9400  0.14060E-04  0.24740E-04
    4.9500  0.10713E-04  0.24854E-04
    4.9600  0.80464E-05  0.24968E-04
    4.9700  0.76815E-05  0.25082E-04
    4.9800  0.10026E-04  0.25196E-04
    4.9900  0.13605E-04  0.25310E-04
    5.0000  0.17353E-04  0.25424E-04
    5.0100  0.20699E-04  0.25538E-04
    5.0200  0.23304E-04  0.25651E-04
    5.0300  0.25035E-04  0.25765E-04
    5.0400  0.25919E-04  0.25879E-04
    5.0500  0.25993E-04  0.25993E-04
    5.0600  0.25244E-04  0.26228E-04
    5.0700  0.23727E-04  0.26463E-04
    5.0800  0.21703E-04  0.26697E-04
    5.0900  0.19649E-04  0.26932E-04
    5.1000  0.18149E-04  0.27167E-04
    5.1100  0.17717E-04  0.27402E-04
    5.1200  0.18527E-04  0.27636E-04
    5.1300  0.20315E-04  0.27871E-04
    5.1400  0.22598E-04  0.28106E-04
    5.1500  0.24926E-04  0.28340E-04
    5.1600  0.26951E-04  0.28575E-04
    5.1700  0.28398E-04  0.28810E-04
    5.1800  0.29045E-04  0.29045E-04
    5.1900  0.28726E-04  0.29142E-04
    5.2000  0.27378E-04  0.29240E-04
    5.2100  0.25077E-04  0.29338E-04
    5.2200  0.22000E-04  0.29436E-04
    5.2300  0.18362E-04  0.29534E-04
    5.2400  0.14387E-04  0.29631E-04
    5.2500  0.10334E-04  0.29729E-04
    5.2600  0.65173E-05  0.29827E-04
    5.2700  0.34283E-05  0.29925E-04
    5.2800  0.27905E-05  0.30022E-04
    5.2900  0.48243E-05  0.30120E-04
    5.3000  0.72200E-05  0.30218E-04
    5.3100  0.94891E-05  0.30316E-04
    5.3200  0.11637E-04  0.30414E-04
    5.3300  0.13767E-04  0.30511E-04
    5.3400  0.15971E-04  0.30609E-04
    5.3500  0.18296E-04  0.30707E-04
    5.3600  0.20758E-04  0.30805E-04
    5.3700  0.23314E-04  0.30902E-04
    5.3800  0.25833E-04  0.31000E-04
    5.3900  0.28112E-04  0.31098E-04
    5.4000  0.29911E-04  0.31196E-04
    5.4100  0.31036E-04  0.31294E-04
    5.4200  0.31391E-04  0.31391E-04
    5.4300  0.30962E-04  0.30455E-04
    5.4400  0.29772E-04  0.29518E-04
    5.4500  0.27865E-04  0.28581E-04
    5.4600  0.25288E-04  0.27644E-04
    5.4700  0.22092E-04  0.26707E-04
    5.4800  0.18359E-04  0.25770E-04
    5.4900  0.14279E-04  0.24834E-04
    5.5000  0.10375E-04  0.23897E-04
    5.5100  0.79329E-05  0.22960E-04
    5.5200  0.84236E-05  0.22023E-04
    5.5300  0.10853E-04  0.21086E-04
    5.5400  0.13487E-04  0.20149E-04
    5.5500  0.15580E-04  0.19213E-04
    5.5600  0.16892E-04  0.18276E-04
    5.5700  0.17339E-04  0.17339E-04
    5.5800  0.16896E-04  0.17376E-04
    5.5900  0.15560E-04  0.17413E-04
    5.6000  0.13325E-04  0.17450E-04
    5.6100  0.10241E-04  0.17487E-04
    5.6200  0.65032E-05  0.17524E-04
    5.6300  0.25743E-05  0.17561E-04
    5.6400  0.24995E-05  0.17598E-04
    5.6500  0.62743E-05  0.17634E-04
    5.6600  0.98547E-05  0.17671E-04
    5.6700  0.12929E-04  0.17708E-04
    5.6800  0.15362E-04  0.17745E-04
    5.6900  0.17033E-04  0.17782E-04
    5.7000  0.17819E-04  0.17819E-04
    5.7100  0.17640E-04  0.18323E-04
    5.7200  0.16508E-04  0.18826E-04
    5.7300  0.14548E-04  0.19330E-04
    5.7400  0.11972E-04  0.19834E-04
    5.7500  0.90181E-05  0.20337E-04
    5.7600  0.59243E-05  0.20841E-04
    5.7700  0.30938E-05  0.21344E-04
    5.7800  0.24587E-05  0.21848E-04
    5.7900  0.48910E-05  0.22352E-04
    5.8000  0.78676E-05  0.22855E-04
    5.8100  0.10853E-04  0.23359E-04
    5.8200  0.13721E-04  0.23862E-04
    5.8300  0.16414E-04  0.24366E-04
    5.8400  0.18913E-04  0.24870E-04
    5.8500  0.21209E-04  0.25373E-04
    5.8600  0.23273E-04  0.25877E-04
    5.8700  0.25075E-04  0.26381E-04
    5.8800  0.26548E-04  0.26884E-04
    5.8900  0.27543E-04  0.27388E-04
    5.9000  0.27891E-04  0.27891E-04
    5.9100  0.27545E-04  0.27224E-04
    5.9200  0.26626E-04  0.26556E-04
    5.9300  0.25286E-04  0.25888E-04
    5.9400  0.23556E-04  0.25221E-04
    5.9500  0.21367E-04  0.24553E-04
    5.9600  0.18680E-04  0.23885E-04
    5.9700  0.15554E-04  0.23217E-04
    5.9800  0.12130E-04  0.22550E-04
    5.9900  0.86359E-05  0.21882E-04
    6.0000  0.55598E-05  0.21214E-04
    6.0100  0.41104E-05  0.20547E-04
    6.0200  0.51361E-05  0.19879E-04
    6.0300  0.70954E-05  0.19211E-04
    6.0400  0.90316E-05  0.18544E-04
    6.0500  0.10732E-04  0.17876E-04
    6.0600  0.12153E-04  0.17208E-04
    6.0700  0.13279E-04  0.16540E-04
    6.0800  0.14081E-04  0.15873E-04
    6.0900  0.14509E-04  0.15205E-04
