  Time(sec)     RMS      ENVELOPE
    1.9100  0.12429E-04  0.12890E-04
    1.9200  0.11131E-04  0.12270E-04
    1.9300  0.98816E-05  0.11650E-04
    1.9400  0.88284E-05  0.11029E-04
    1.9500  0.81082E-05  0.10409E-04
    1.9600  0.77821E-05  0.97892E-05
    1.9700  0.77745E-05  0.91691E-05
    1.9800  0.78940E-05  0.85490E-05
    1.9900  0.79289E-05  0.79289E-05
    2.0000  0.77273E-05  0.74411E-05
    2.0100  0.72266E-05  0.69533E-05
    2.0200  0.64455E-05  0.64655E-05
    2.0300  0.54574E-05  0.59777E-05
    2.0400  0.43583E-05  0.54899E-05
    2.0500  0.32402E-05  0.50021E-05
    2.0600  0.21753E-05  0.45143E-05
    2.0700  0.12242E-05  0.40265E-05
    2.0800  0.53210E-06  0.35387E-05
    2.0900  0.65403E-06  0.30508E-05
    2.1000  0.11103E-05  0.25630E-05
    2.1100  0.14385E-05  0.20752E-05
    2.1200  0.15874E-05  0.15874E-05
    2.1300  0.15750E-05  0.18578E-05
    2.1400  0.14721E-05  0.21282E-05
    2.1500  0.14211E-05  0.23985E-05
    2.1600  0.15954E-05  0.26689E-05
    2.1700  0.20387E-05  0.29393E-05
    2.1800  0.26449E-05  0.32096E-05
    2.1900  0.32833E-05  0.34800E-05
    2.2000  0.38494E-05  0.37504E-05
    2.2100  0.42724E-05  0.40208E-05
    2.2200  0.45144E-05  0.42911E-05
    2.2300  0.45615E-05  0.45615E-05
    2.2400  0.44095E-05  0.54759E-05
    2.2500  0.40530E-05  0.63904E-05
    2.2600  0.34874E-05  0.73048E-05
    2.2700  0.27386E-05  0.82193E-05
    2.2800  0.20098E-05  0.91337E-05
    2.2900  0.21137E-05  0.10048E-04
    2.3000  0.35487E-05  0.10963E-04
    2.3100  0.57172E-05  0.11877E-04
    2.3200  0.82480E-05  0.12791E-04
    2.3300  0.10910E-04  0.13706E-04
    2.3400  0.13474E-04  0.14620E-04
    2.3500  0.15704E-04  0.15535E-04
    2.3600  0.17369E-04  0.16449E-04
    2.3700  0.18274E-04  0.17364E-04
    2.3800  0.18278E-04  0.18278E-04
    2.3900  0.17313E-04  0.18297E-04
    2.4000  0.15387E-04  0.18317E-04
    2.4100  0.12581E-04  0.18336E-04
