  Time(sec)     RMS      ENVELOPE
    3.4600  0.11035E-05  0.18271E-05
    3.4700  0.16724E-05  0.20225E-05
    3.4800  0.21701E-05  0.22179E-05
    3.4900  0.24909E-05  0.24133E-05
    3.5000  0.26087E-05  0.26087E-05
    3.5100  0.25618E-05  0.25902E-05
    3.5200  0.24296E-05  0.25716E-05
    3.5300  0.22927E-05  0.25531E-05
    3.5400  0.21993E-05  0.25346E-05
    3.5500  0.21487E-05  0.25161E-05
    3.5600  0.21016E-05  0.24976E-05
    3.5700  0.20187E-05  0.24791E-05
    3.5800  0.19098E-05  0.24605E-05
    3.5900  0.18599E-05  0.24420E-05
    3.6000  0.19578E-05  0.24235E-05
    3.6100  0.21599E-05  0.24050E-05
    3.6200  0.23290E-05  0.23865E-05
    3.6300  0.23680E-05  0.23680E-05
    3.6400  0.22570E-05  0.24468E-05
    3.6500  0.20353E-05  0.25256E-05
    3.6600  0.17796E-05  0.26044E-05
    3.6700  0.15819E-05  0.26833E-05
    3.6800  0.15282E-05  0.27621E-05
    3.6900  0.16507E-05  0.28409E-05
    3.7000  0.19100E-05  0.29197E-05
    3.7100  0.22540E-05  0.29986E-05
    3.7200  0.26374E-05  0.30774E-05
    3.7300  0.29971E-05  0.31562E-05
    3.7400  0.32662E-05  0.32350E-05
    3.7500  0.34156E-05  0.33139E-05
    3.7600  0.34675E-05  0.33927E-05
    3.7700  0.34715E-05  0.34715E-05
    3.7800  0.34666E-05  0.34181E-05
    3.7900  0.34537E-05  0.33646E-05
    3.8000  0.33970E-05  0.33111E-05
    3.8100  0.32521E-05  0.32576E-05
    3.8200  0.29958E-05  0.32042E-05
    3.8300  0.26375E-05  0.31507E-05
    3.8400  0.22266E-05  0.30972E-05
    3.8500  0.18636E-05  0.30438E-05
    3.8600  0.16865E-05  0.29903E-05
    3.8700  0.17770E-05  0.29368E-05
    3.8800  0.20656E-05  0.28833E-05
    3.8900  0.24042E-05  0.28299E-05
    3.9000  0.26542E-05  0.27764E-05
    3.9100  0.27229E-05  0.27229E-05
    3.9200  0.25833E-05  0.28207E-05
    3.9300  0.22744E-05  0.29184E-05
    3.9400  0.18716E-05  0.30161E-05
    3.9500  0.14274E-05  0.31139E-05
    3.9600  0.95892E-06  0.32116E-05
    3.9700  0.49969E-06  0.33094E-05
    3.9800  0.31394E-06  0.34071E-05
    3.9900  0.76742E-06  0.35048E-05
    4.0000  0.14320E-05  0.36026E-05
    4.0100  0.21975E-05  0.37003E-05
    4.0200  0.29580E-05  0.37980E-05
    4.0300  0.35895E-05  0.38958E-05
    4.0400  0.39902E-05  0.39935E-05
    4.0500  0.40913E-05  0.40913E-05
    4.0600  0.38620E-05  0.39679E-05
    4.0700  0.33286E-05  0.38445E-05
    4.0800  0.26113E-05  0.37212E-05
    4.0900  0.19583E-05  0.35978E-05
    4.1000  0.17183E-05  0.34744E-05
    4.1100  0.19925E-05  0.33511E-05
    4.1200  0.24603E-05  0.32277E-05
    4.1300  0.28340E-05  0.31044E-05
    4.1400  0.29810E-05  0.29810E-05
    4.1500  0.29023E-05  0.30431E-05
    4.1600  0.27231E-05  0.31052E-05
    4.1700  0.26451E-05  0.31673E-05
