     FRE.     REAL.    IMAG.    AMP.
    4.8281 -.11983268E-03 -.11983899E-03 0.16947347E-03
    4.8438 -.56937295E-08 -.23817374E-03 0.23817374E-03
    4.8594 0.11833752E-03 -.11836208E-03 0.16737189E-03
    4.8750 0.11912519E-07 -.25314025E-07 0.27976919E-07
    4.8906 -.11685876E-03 -.11689189E-03 0.16528668E-03
    4.9063 0.10144777E-07 -.23231645E-03 0.23231645E-03
    4.9219 0.11543025E-03 -.11544461E-03 0.16325318E-03
    4.9375 -.42757012E-07 -.31256349E-07 0.52963397E-07
    4.9531 -.11406873E-03 -.11413328E-03 0.16136320E-03
    4.9688 0.50323358E-07 -.22681608E-03 0.22681608E-03
    4.9844 0.11277916E-03 -.11271909E-03 0.15945135E-03
    5.0000 0.89030792E-07 0.24382114E-07 0.92309094E-07
    5.0156 -.11129599E-03 -.11128635E-03 0.15738948E-03
    5.0313 0.48469611E-08 -.22131034E-03 0.22131034E-03
    5.0469 0.11001204E-03 -.11000039E-03 0.15557228E-03
    5.0625 -.32937786E-08 0.38724819E-08 0.50838072E-08
    5.0781 -.10872052E-03 -.10872775E-03 0.15375915E-03
    5.0938 0.11416618E-07 -.21617375E-03 0.21617375E-03
    5.1094 0.10746258E-03 -.10744490E-03 0.15196254E-03
    5.1250 -.10285341E-07 0.89016696E-08 0.13602498E-07
    5.1406 -.10622660E-03 -.10622357E-03 0.15022495E-03
    5.1563 0.36264338E-08 -.21121839E-03 0.21121839E-03
    5.1719 0.10500374E-03 -.10499602E-03 0.14849225E-03
    5.1875 -.57982139E-08 0.10853999E-08 0.58989302E-08
    5.2031 -.10380583E-03 -.10381515E-03 0.14681020E-03
    5.2188 0.13530536E-07 -.20643664E-03 0.20643664E-03
    5.2344 0.10264198E-03 -.10261813E-03 0.14514082E-03
    5.2500 -.12593231E-07 0.14977061E-07 0.19567878E-07
    5.2656 -.10150118E-03 -.10148968E-03 0.14353621E-03
    5.2813 0.27567859E-09 -.20184938E-03 0.20184938E-03
    5.2969 0.10036824E-03 -.10035843E-03 0.14193519E-03
    5.3125 0.70616601E-08 0.89687262E-08 0.11415126E-07
    5.3281 -.99248951E-04 -.99239951E-04 0.14035284E-03
    5.3438 -.13667535E-08 -.19739867E-03 0.19739867E-03
    5.3594 0.98159289E-04 -.98154283E-04 0.13881466E-03
    5.3750 -.56259402E-08 0.56899241E-08 0.80016527E-08
    5.3906 -.97099757E-04 -.97093995E-04 0.13731571E-03
    5.4063 0.74223605E-09 -.19313874E-03 0.19313874E-03
    5.4219 0.96054398E-04 -.96045587E-04 0.13583520E-03
    5.4375 0.95116057E-08 0.10231944E-07 0.13970086E-07
    5.4531 -.95015937E-04 -.94999494E-04 0.13436119E-03
    5.4688 -.10290864E-07 -.18900569E-03 0.18900569E-03
    5.4844 0.93995688E-04 -.94006245E-04 0.13293744E-03
    5.5000 0.14193297E-08 -.46789057E-08 0.48894431E-08
    5.5156 -.93004244E-04 -.93008937E-04 0.13153118E-03
    5.5313 0.33632133E-08 -.18503479E-03 0.18503479E-03
    5.5469 0.92035589E-04 -.92029346E-04 0.13015357E-03
    5.5625 0.13472200E-08 0.55872218E-08 0.57473515E-08
    5.5781 -.91076996E-04 -.91068330E-04 0.12879619E-03
    5.5938 -.58979275E-08 -.18120099E-03 0.18120099E-03
    5.6094 0.90128997E-04 -.90136433E-04 0.12746690E-03
    5.6250 0.25017590E-08 -.44365400E-08 0.50932982E-08
    5.6406 -.89201429E-04 -.89207031E-04 0.12615383E-03
    5.6563 0.35581087E-08 -.17749616E-03 0.17749616E-03
    5.6719 0.88296809E-04 -.88292116E-04 0.12486722E-03
    5.6875 -.44114730E-08 0.23159819E-08 0.49824558E-08
    5.7031 -.87407476E-04 -.87406355E-04 0.12361204E-03
    5.7188 0.79883877E-09 -.17392954E-03 0.17392954E-03
    5.7344 0.86528642E-04 -.86526001E-04 0.12236812E-03
    5.7500 0.58771493E-09 0.20770257E-08 0.21585747E-08
    5.7656 -.85663960E-04 -.85662490E-04 0.12114609E-03
    5.7813 0.84033708E-09 -.17047432E-03 0.17047432E-03
    5.7969 0.84816202E-04 -.84812644E-04 0.11994570E-03
    5.8125 -.11399147E-08 0.32036669E-08 0.34004246E-08
    5.8281 -.83983563E-04 -.83980187E-04 0.11876831E-03
    5.8438 -.43471718E-09 -.16713969E-03 0.16713969E-03
    5.8594 0.83163228E-04 -.83160667E-04 0.11760875E-03
    5.8750 0.12440022E-08 0.33964922E-08 0.36171399E-08
    5.8906 -.82356601E-04 -.82351777E-04 0.11646641E-03
    5.9063 -.14632683E-08 -.16391352E-03 0.16391352E-03
    5.9219 0.81564220E-04 -.81562357E-04 0.11534791E-03
    5.9375 0.36532495E-08 0.42329793E-08 0.55914531E-08
    5.9531 -.80783349E-04 -.80774909E-04 0.11423894E-03
    5.9688 -.60342749E-08 -.16079142E-03 0.16079142E-03
    5.9844 0.80012673E-04 -.80019032E-04 0.11315951E-03
    6.0000 0.43021489E-08 -.22039541E-08 0.48338284E-08
    6.0156 -.79255369E-04 -.79255617E-04 0.11208419E-03
    6.0313 -.11266877E-08 -.15776911E-03 0.15776911E-03
    6.0469 0.78515724E-04 -.78515804E-04 0.11103806E-03
    6.0625 0.12733036E-08 0.18216776E-08 0.22225686E-08
    6.0781 -.77787357E-04 -.77781660E-04 0.11000391E-03
    6.0938 -.54511329E-08 -.15484968E-03 0.15484968E-03
    6.1094 0.77065168E-04 -.77072837E-04 0.10899203E-03
    6.1250 0.60681025E-08 -.40780805E-08 0.73111290E-08
    6.1406 -.76352699E-04 -.76355434E-04 0.10798096E-03
    6.1563 -.26172273E-09 -.15201233E-03 0.15201233E-03
    6.1719 0.75657910E-04 -.75660122E-04 0.10699801E-03
    6.1875 -.44741584E-08 -.19807200E-08 0.48929896E-08
    6.2031 -.74979449E-04 -.74981865E-04 0.10603866E-03
    6.2188 0.12429472E-08 -.14928290E-03 0.14928290E-03
    6.2344 0.74307536E-04 -.74305870E-04 0.10508555E-03
    6.2500 0.43603370E-08 0.17022086E-08 0.46808175E-08
    6.2656 -.73639079E-04 -.73635565E-04 0.10413890E-03
    6.2813 -.30747458E-08 -.14662075E-03 0.14662075E-03
    6.2969 0.72982206E-04 -.72986906E-04 0.10321575E-03
    6.3125 -.31148730E-08 -.32916603E-08 0.45318278E-08
    6.3281 -.72343755E-04 -.72348674E-04 0.10231300E-03
    6.3438 0.38922532E-08 -.14405581E-03 0.14405581E-03
    6.3594 0.71717099E-04 -.71709634E-04 0.10141802E-03
    6.3750 0.28230165E-08 0.70231110E-08 0.75692475E-08
    6.3906 -.71092516E-04 -.71081078E-04 0.10053191E-03
    6.4063 -.77732842E-08 -.14156046E-03 0.14156046E-03
    6.4219 0.70472575E-04 -.70480899E-04 0.99669160E-04
    6.4375 0.56642047E-08 -.26476104E-08 0.62524439E-08
    6.4531 -.69866204E-04 -.69865397E-04 0.98805162E-04
    6.4688 -.20348911E-08 -.13913884E-03 0.13913884E-03
    6.4844 0.69274422E-04 -.69275869E-04 0.97969853E-04
    6.5000 0.43121045E-08 0.23048674E-08 0.48894435E-08
    6.5156 -.68689100E-04 -.68680056E-04 0.97134660E-04
    6.5313 -.89967829E-08 -.13679473E-03 0.13679473E-03
