     FRE.     REAL.    IMAG.    AMP.
   17.6758 0.37565726E-03 -.19851967E-02 0.20204268E-02
   17.7246 0.16270649E-02 0.18923490E-02 0.24956611E-02
   17.7734 0.73785422E-03 -.61228052E-02 0.61671040E-02
   17.8223 0.68081715E-02 -.65446307E-03 0.68395557E-02
   17.8711 -.86833985E-03 0.50540623E-03 0.10047137E-02
   17.9199 -.30876134E-03 -.28987476E-02 0.29151451E-02
   17.9688 0.60880724E-02 0.87045290E-03 0.61499849E-02
   18.0176 0.18403666E-02 0.46348041E-02 0.49868184E-02
   18.0664 -.32607454E-02 0.64977766E-02 0.72700456E-02
   18.1152 -.53735720E-02 -.23578557E-02 0.58681136E-02
   18.1641 -.38407338E-02 -.20973084E-02 0.43760641E-02
   18.2129 -.10052532E-02 -.34343926E-02 0.35784894E-02
   18.2617 0.70321927E-03 -.11595472E-02 0.13561221E-02
   18.3105 -.53169357E-03 0.37090608E-02 0.37469761E-02
   18.3594 -.22896214E-02 -.40468066E-02 0.46496247E-02
   18.4082 0.28799044E-02 -.10562025E-02 0.30674767E-02
   18.4570 0.27863923E-03 -.55182306E-03 0.61818160E-03
   18.5059 0.16973129E-02 0.12096246E-02 0.20842415E-02
   18.5547 -.15835225E-02 0.17737990E-02 0.23777944E-02
   18.6035 -.17272767E-02 -.27754037E-02 0.32689983E-02
   18.6523 0.22634193E-02 -.13431001E-02 0.26319167E-02
   18.7012 0.18908594E-03 0.47557205E-02 0.47594779E-02
   18.7500 -.12274822E-02 -.28761441E-02 0.31271260E-02
   18.7988 0.20523032E-02 -.29120047E-02 0.35625440E-02
   18.8477 0.95549441E-03 -.74077182E-03 0.12090130E-02
   18.8965 0.34029235E-02 0.24624451E-03 0.34118213E-02
   18.9453 0.35430312E-02 0.13828792E-02 0.38033440E-02
   18.9941 -.13919560E-02 0.46079825E-02 0.48136311E-02
   19.0430 -.80229581E-03 0.29568993E-02 0.30638101E-02
   19.0918 -.55270093E-02 0.33865455E-02 0.64820154E-02
   19.1406 -.30678918E-02 0.11245274E-02 0.32674947E-02
   19.1895 -.16063520E-03 -.16241323E-02 0.16320568E-02
   19.2383 0.61343174E-03 0.20983175E-02 0.21861461E-02
   19.2871 -.93597861E-03 0.46585931E-03 0.10455051E-02
   19.3359 0.95898670E-03 -.59614475E-02 0.60380884E-02
   19.3848 0.33617488E-02 0.15572467E-02 0.37049118E-02
   19.4336 0.42610956E-03 0.44290096E-03 0.61459793E-03
   19.4824 0.47849161E-02 0.21785593E-02 0.52575227E-02
   19.5313 0.49516265E-02 0.32551272E-02 0.59257452E-02
   19.5801 -.32633223E-03 0.16293967E-02 0.16617540E-02
   19.6289 0.10647008E-02 0.16275195E-03 0.10770682E-02
   19.6777 -.17705143E-02 0.15709050E-02 0.23669524E-02
   19.7266 -.30975351E-02 0.13873180E-02 0.33940205E-02
   19.7754 0.32053879E-03 -.54451922E-03 0.63185941E-03
   19.8242 0.18507116E-02 -.75346394E-03 0.19982096E-02
   19.8730 -.42264134E-03 0.17685100E-02 0.18183106E-02
   19.9219 -.21898064E-02 -.36989821E-02 0.42985720E-02
   19.9707 0.12674151E-02 0.83968969E-03 0.15203354E-02
   20.0195 0.12111604E-02 -.16154732E-02 0.20190747E-02
   20.0684 0.44603753E-02 0.67086390E-03 0.45105438E-02
   20.1172 -.13214138E-02 0.55821943E-02 0.57364646E-02
   20.1660 -.24167330E-02 -.89854823E-03 0.25783691E-02
   20.2148 -.41888221E-02 -.33762276E-02 0.53800689E-02
   20.2637 0.19357853E-02 -.53683566E-02 0.57067079E-02
   20.3125 0.24158298E-03 0.10153889E-02 0.10437322E-02
   20.3613 -.40555499E-02 -.41579502E-02 0.58082729E-02
   20.4102 0.40782415E-02 -.10476613E-02 0.42106588E-02
   20.4590 -.76804089E-03 0.37316633E-02 0.38098816E-02
