     FRE.     REAL.    IMAG.    AMP.
   26.2439 -.72904606E-03 0.19549329E-02 0.20864494E-02
   26.3415 -.79260644E-04 -.18220717E-02 0.18237948E-02
   26.4390 -.34464803E-02 0.34713247E-02 0.48916582E-02
   26.5366 0.81848010E-03 0.86031511E-03 0.11874560E-02
   26.6341 -.49504116E-02 0.19300182E-02 0.53133364E-02
   26.7317 -.50802976E-02 -.12443020E-02 0.52304599E-02
   26.8293 0.12100760E-02 -.11863108E-02 0.16945847E-02
   26.9268 0.25796812E-03 0.96030108E-03 0.99434692E-03
   27.0244 0.64416922E-03 -.17534113E-02 0.18679949E-02
   27.1220 -.14735678E-02 -.14556681E-03 0.14807403E-02
   27.2195 -.39561349E-02 -.69695612E-03 0.40170574E-02
   27.3171 0.19912852E-02 -.25604370E-02 0.32436175E-02
   27.4146 0.13581691E-03 0.31200354E-02 0.31229900E-02
   27.5122 0.16877612E-02 0.38736025E-03 0.17316425E-02
   27.6098 0.40064519E-02 0.18368173E-04 0.40064938E-02
   27.7073 0.13342618E-02 -.17248616E-02 0.21806885E-02
   27.8049 -.33512709E-03 -.16602299E-02 0.16937158E-02
   27.9024 -.80629543E-03 0.84501144E-03 0.11679712E-02
   28.0000 -.18051610E-02 -.29212533E-03 0.18286452E-02
   28.0976 -.20059929E-02 0.42041955E-02 0.46582473E-02
   28.1951 0.18851608E-02 0.27423648E-02 0.33278214E-02
   28.2927 0.41797134E-03 0.15195883E-02 0.15760231E-02
   28.3902 0.16810467E-02 0.76537015E-03 0.18470814E-02
   28.4878 -.23331663E-02 -.13744232E-02 0.27078965E-02
   28.5854 0.15179076E-02 -.27740120E-02 0.31621491E-02
   28.6829 -.14135815E-02 -.72452135E-03 0.15884407E-02
   28.7805 -.10075631E-02 0.13667536E-02 0.16979985E-02
   28.8780 0.42125635E-03 -.43757394E-03 0.60739432E-03
   28.9756 0.36917494E-02 -.97705699E-04 0.36930421E-02
   29.0732 0.89537149E-03 0.45704536E-03 0.10052763E-02
   29.1707 -.21388892E-02 -.15336892E-02 0.26319288E-02
   29.2683 0.70130598E-03 0.13043663E-02 0.14809461E-02
   29.3659 0.28350803E-02 -.64303284E-02 0.70275743E-02
   29.4634 -.39048289E-03 0.44025033E-04 0.39295686E-03
   29.5610 -.12512701E-02 -.37561802E-02 0.39591119E-02
   29.6585 0.19060854E-03 0.49818694E-02 0.49855146E-02
   29.7561 0.10523617E-03 -.11949606E-03 0.15922927E-03
   29.8537 -.16044501E-02 0.20029438E-02 0.25663287E-02
   29.9512 0.59208192E-03 -.16792433E-02 0.17805671E-02
   30.0488 0.17525658E-02 -.18774466E-03 0.17625933E-02
   30.1463 0.26651935E-03 -.21970281E-02 0.22131347E-02
   30.2439 -.53947847E-02 -.29646838E-02 0.61557335E-02
   30.3415 -.94702217E-03 0.54301560E-03 0.10916579E-02
   30.4390 -.24877505E-02 0.52321670E-02 0.57934853E-02
   30.5366 0.72375062E-03 0.56188571E-03 0.91625896E-03
   30.6341 0.91588311E-03 0.31459269E-02 0.32765374E-02
   30.7317 0.10799405E-02 -.19698155E-02 0.22464292E-02
   30.8293 0.83360681E-03 -.26223026E-02 0.27516126E-02
   30.9268 0.82785392E-03 -.18302575E-02 0.20087769E-02
   31.0244 -.21733076E-02 -.13161394E-02 0.25407653E-02
   31.1220 -.19747387E-04 0.74276270E-03 0.74302516E-03
   31.2195 0.27163154E-02 -.15166630E-02 0.31110507E-02
   31.3171 -.68214710E-03 0.13991656E-02 0.15565953E-02
   31.4146 -.10830183E-02 0.22173307E-02 0.24676879E-02
   31.5122 -.16504081E-02 -.16860075E-02 0.23593365E-02
   31.6098 -.40887711E-02 0.12143959E-02 0.42653028E-02
   31.7073 -.24335743E-02 0.21004183E-02 0.32146603E-02
   31.8049 -.34513462E-02 -.45021551E-03 0.34805867E-02
   31.9024 0.16275980E-02 0.25327562E-02 0.30106360E-02
   32.0000 -.32305801E-02 -.98469318E-03 0.33773168E-02
   32.0976 -.62710617E-03 0.36297522E-02 0.36835258E-02
   32.1951 0.21339173E-03 -.12972589E-02 0.13146927E-02
   32.2927 -.46309660E-03 0.58206781E-02 0.58390712E-02
   32.3902 0.23624783E-02 -.39330097E-02 0.45880135E-02
   32.4878 -.38191018E-03 0.92574349E-03 0.10014272E-02
   32.5854 0.18838003E-02 0.18344803E-02 0.26294526E-02
   32.6829 -.52820118E-02 -.33588707E-02 0.62595257E-02
   32.7805 -.37290838E-02 0.15783884E-02 0.40493673E-02
   32.8780 -.18442295E-02 -.85919851E-03 0.20345526E-02
   32.9756 0.16213503E-02 0.41544135E-02 0.44595883E-02
   33.0732 0.32561771E-02 -.48440648E-03 0.32920113E-02
   33.1707 -.73000672E-03 -.46342416E-02 0.46913861E-02
   33.2683 0.14650942E-02 -.21509281E-02 0.26024973E-02
   33.3659 -.74319274E-03 -.43256250E-02 0.43890052E-02
   33.4634 0.58855338E-03 0.23437738E-02 0.24165411E-02
   33.5610 0.15596055E-02 0.44159743E-03 0.16209187E-02
