     FRE.     REAL.    IMAG.    AMP.
   37.9114 0.56584995E-04 0.16597816E-03 0.17535852E-03
   38.0092 0.35460442E-03 0.43320455E-03 0.55983075E-03
   38.1069 0.97936128E-04 0.14755914E-03 0.17710219E-03
   38.2046 0.17130727E-03 -.14880554E-03 0.22691247E-03
   38.3023 0.16610122E-03 -.70377096E-05 0.16625025E-03
   38.4000 0.14564028E-03 -.60359689E-05 0.14576531E-03
   38.4977 0.11376722E-03 -.41457391E-03 0.42990057E-03
   38.5954 -.76536206E-04 0.48716640E-03 0.49314188E-03
   38.6931 -.13084325E-03 0.67754998E-04 0.14734550E-03
   38.7908 -.26403841E-04 -.22294812E-03 0.22450618E-03
   38.8885 -.11429501E-02 -.28560124E-03 0.11780930E-02
   38.9863 0.77584182E-03 0.30473018E-04 0.77644002E-03
   39.0840 0.45813390E-03 -.22990067E-03 0.51258266E-03
   39.1817 0.26428179E-03 -.97471799E-04 0.28168355E-03
   39.2794 0.94844087E-04 -.97213444E-04 0.13581551E-03
   39.3771 -.11205421E-03 -.41596904E-04 0.11952594E-03
   39.4748 -.15586937E-02 0.43146787E-03 0.16173096E-02
   39.5725 0.42819142E-03 -.14714076E-03 0.45276736E-03
   39.6702 0.16841493E-03 -.35023439E-03 0.38862284E-03
   39.7679 0.13646461E-04 -.34445812E-03 0.34472832E-03
   39.8657 -.46225599E-04 0.14334903E-03 0.15061790E-03
   39.9634 -.14793438E-03 0.15075364E-03 0.21121373E-03
   40.0611 -.19573010E-03 -.79330690E-04 0.21119571E-03
   40.1588 -.24325114E-03 -.33667726E-04 0.24557000E-03
   40.2565 -.23600506E-03 -.25824924E-04 0.23741380E-03
   40.3542 -.11121335E-03 -.58794201E-04 0.12579812E-03
   40.4519 -.30861591E-03 0.11255474E-03 0.32850014E-03
   40.5496 -.24108969E-03 0.40351806E-04 0.24444325E-03
   40.6473 0.84842286E-05 0.30417017E-04 0.31578111E-04
   40.7450 -.23421187E-03 0.15404806E-03 0.28033197E-03
   40.8427 -.12326194E-03 0.18682091E-04 0.12466966E-03
